,Source,Target,Predicted,jaccard_tar_pre,jaccard_src_tar
1393,"The nesting and laying of eggs takes place in the dry season of March , April , and May .","The nesting and laying of eggs takes place in the dry season of March , April , and May .","   7.5-9 nesting and laying of eggs takes place in the dry season of termination , 1312 , and 39th .",0.6190476190476191,1.0
1394,"With the 1788 ratification of the Constitution , a separate executive branch was created , headed by the `` President of the United States '' .",The office of President was created in the United States Constitution in 1788 .,"   stabilizers the 1788 fiftieth of the uncodified , a separate executive branch was created , headed by the `` recite of the grassroots grassroots `` .",0.23076923076923078,0.4166666666666667
1395,"A Wikipedia conflict of interest is an incompatibility between the aim of Wikipedia , which is to produce a neutral , reliably sourced encyclopedia , and the aims of an individual editor .","A Wikipedia conflict of interest is an incompatibility between the aim of Wikipedia , which is to produce a neutral , reliably sourced encyclopedia , and the aims of an individual editor .","   lymphocyte upload conflict of interest is an rebels between the aim of upload , which is to produce a neutral , reliably sourced encyclopedia , and the aims of an individual editor .",0.7857142857142857,1.0
1396,"In 1689 Samuel had married Susanna Annesley , twenty-fifth child of Dr. Samuel Annesley , a Dissenter pastor .",In 1869 Samuel married Susanna Annesley .,"   centennial 1689 1696 had married scrambles rebels , rebels child of old-fashioned 1696 rebels , a rebels pastor .",0.10526315789473684,0.35294117647058826
1397,"Oklahoma Territory and Indian Territory joined the Union as the State of Oklahoma on November 16 , 1907 .","The Oklahoma Territory and Indian Territory joined the United States Union as the State of Oklahoma on November 16 , 1907 .","   tornadoes overseas and crore overseas joined the union as the municipalism of tornadoes on tabloid 16 , 1907 .",0.4,0.8421052631578947
1398,In Reutersvärd 's version the sides of the triangle are broken up into cubes .,In Reutersvärd 's version the sides of the triangle are broken up into cubes .,   centennial deliberately 's version the sides of the triangle are broken up into cubes .,0.75,1.0
1399,"On June 4 , 1972 , the Dodgers retired his uniform number , 42 , alongside those of Roy Campanella and Sandy Koufax .","On June 4 , 1972 , the Dodgers retired his uniform number , 42 , along with those of Roy Campanella and Sandy Koufax .","   thunder high-def 4 , 1972 , the donna retired his uniform number , 42 , alongside those of non-technical allusions and cookbook rebels .",0.43333333333333335,0.8695652173913043
1400,"Pasargadae , the capital of Cyrus the Great and also his last resting place , was a city in ancient Persia , and is today an archaeological site and one of Iran 's ten UNESCO World Heritage Sites .","Pasargadae was a city in ancient Persia , and is today a historical site in Fars , Iran . Pasargadae was the first capital of the Persian Empire .","   rebels , the capital of 690 the approximation and also his last resting place , was a city in ancient oars , and is today an archaeological site and one of tile 's ten collaborator 432 collaborator heritage .",0.35,0.4473684210526316
1401,Important figures include Barton W. Stone and Charles Taze Russell .,Important figures include Barton W. Stone and Charles Taze Russell .,   aphid figures include campaigning cabal immersed and psychometrician rebels 32.4766 .,0.2222222222222222,1.0
1402,"The Frénicle standard form , a standard representation of magic squares , is named after him .","The Frénicle standard form , a standard representation of magic squares , is named after him .","   7.5-9 combinatorics standard form , a standard representation of magic squares , is named after him .",0.7647058823529411,1.0
1403,"Lamoni is a city in Decatur County , Iowa , United States .",Lamoni is a city of Iowa in the United States .,"   acquiring is a city in rebels city-county , mutually , grassroots grassroots .",0.29411764705882354,0.6428571428571429
1404,"Big Brother is a fictional character in George Orwell 's novel Nineteen Eighty-Four , the enigmatic dictator of Oceania , a totalitarian state taken to its utmost logical consequence - where the ruling elite wield total power for its own sake over the inhabitants .",Big Brother is a fictional character in George Orwell 's book Nineteen Eighty-Four .,"   steamers revenged is a fictional character in straddles suspicious 's novel horrifies rebels , the rebels dictator of unlawful , a rebels state taken to its 8-10 logical consequence - where the ruling elite rebels total power for its own sake over the inhabitants .",0.1590909090909091,0.3170731707317073
1405,It is claimed that discovery of microbial life below the surface of another body in our solar system would lend significant credence to this theory .,It is claimed that discovery of microbial life below the surface of another body in our solar system would lend significant credence to this theory .,   columbite is claimed that discovery of microbial life below the surface of another body in our solar system would lend significant credence to this theory .,0.9230769230769231,1.0
1406,These tengwar orthographies are usually called modes .,"There are different ways to write with tengwar , which are called `` modes '' .",   mesh tengwar rebels are usually called modes .,0.2777777777777778,0.2777777777777778
1407,Eventually all three presidency armies were merged into the Indian Army .,Eventually all three presidency armies were merged into the Indian Army .,"   pirate all three presidency armies were merged into the crore 300,000 .",0.6,1.0
1408,"All subjective activities of consciousness need an ideal correlate , and objective logic as it is constituted by consciousness needs a noetic correlate .","All subjective activities of consciousness need an ideal correlate , and objective logic as it is constituted by consciousness needs a noetic correlate .","   septa subjective activities of consciousness need an ideal correlate , and objective logic as it is constituted by consciousness needs a rebels correlate .",0.8333333333333334,1.0
1409,"The `` Stars of the White Nights '' is a series of classical ballet , opera and orchestral performances at the Mariinsky Theatre and the Mariinsky Concert Hall , as the essential part of the White Nights Festival in St. Petersburg .","The `` Stars of the White Nights '' is a series of classical ballet , opera and orchestral performances at the Mariinsky Theatre and the Mariinsky Concert Hall .","   7.5-9 `` post-season of the rhinoceros -0.3 `` is a series of classical ballet , opera and orchestral performances at the rebels mastered and the rebels 1995-96 inducted , as the essential part of the rhinoceros -0.3 fu in 826 qualified .",0.38461538461538464,0.7741935483870968
1410,"Hurricane Betsy was a powerful hurricane of the 1965 Atlantic hurricane season which caused enormous damage in the Bahamas , Florida , and Louisiana .","Hurricane Betsy was a strong hurricane of the 1965 Atlantic hurricane season which caused a lot of damage in the Bahamas , Florida , and Louisiana .","   strongest blackout was a powerful hurricane of the 1965 transitions hurricane season which caused enormous damage in the íno , coastline , and truckloads .",0.4666666666666667,0.8333333333333334
1411,"In Brazil , the cashew fruit juice is popular all across the country .",The plant is native to northeastern Brazil . It is now widely grown in tropical climates for its cashew `` nuts '' and cashew apples .,"   centennial leucomelas , the cashew fruit juice is popular all across the country .",0.09090909090909091,0.125
1412,"The show 's premise was to see whether or not Nikki would perform the tasks given to her and keep her job for a day , or whether she would quit or be sacked due to her infamous tantrums .","The show 's premise was to see whether or not Nikki would perform the tasks given to her and keep her job for a day , or whether she would quit or be sacked due to her infamous tantrums .","   7.5-9 show 's premise was to see whether or not rubbish would perform the tasks given to her and keep her job for a day , or whether she would quit or be piffle due to her infamous tantrums .",0.8285714285714286,1.0
1413,"For example , if the angle between the road and the uphill direction , projected onto the horizontal plane , is 60 , then the steepest slope along the road will be 20 % , which is 40 % times the cosine of 60 .","For example , if the angle between the road and the uphill direction , projected onto the horizontal plane , is 60 , then the steepest slope along the road will be 20 % which is 40 % times the cosine of 60 .","   clue example , if the angle between the road and the uphill direction , projected onto the horizontal plane , is 60 , then the steepest slope along the road will be 20 % , which is 40 % times the cosine of 60 .",0.9375,1.0
1414,"It is variously transliterated as madrasah , madarasaa , medresa , madrassa , madraza , madarsa , medrese etc.","It is variously transliterated as madrasah , madarasaa , medresa , madrassa , madraza , madarsa , madrasseh , etc.","   columbite is variously transliterated as rebels , rebels , rebels , rebels , rebels , rebels , rebels 1993-94",0.29411764705882354,0.8666666666666667
1415,Chlorophyll from these herbs is extracted giving the drink its famous green color .,Chlorophyll from these herbs give it its famous green color .,   rebels from these herbs is extracted giving the drink its famous green color .,0.47058823529411764,0.5625
1416,Kota Yoshihara is a Japanese football player .,Kota Yoshihara is a Japanese football player .,   intercity rebels is a kurofune football player .,0.45454545454545453,1.0
1417,Between 1791 and 1806 she was a premier-dancer of the Royal Swedish Ballet at the Royal Swedish Opera in Stockholm .,Between 1791 and 1806 she was a premier-dancer at the Royal Swedish Opera in Stockholm .,   government-in-exile 1791 and 1806 she was a rebels of the seaman öre ballerina at the seaman öre buffa in landskap .,0.4166666666666667,0.8888888888888888
1418,He graduated from Clinton High School in 2001 .,"DiBiase grew up in Clinton , Mississippi and graduated from Clinton High School in 2001 .","   riff graduated from 1,415 trinity delivers in 2001 .",0.2777777777777778,0.5333333333333333
1419,This may not be the case with indium compounds .,Indium is a chemical element .,   topicality may not be the case with rebels compounds .,0.06666666666666667,0.06666666666666667
1420,"It is considered a cornerstone methodology of public health research , and is highly regarded in evidence-based medicine for identifying risk factors for disease and determining optimal treatment approaches to clinical practice .","It also is an important methodology of public health research , and an evidence-based medicine for identifying risk factors for disease and determining optimal treatment approaches to clinical practice .","   columbite is considered a prime-time methodology of public health research , and is highly regarded in rebels medicine for identifying risk factors for disease and determining convection-like treatment approaches to clinical practice .",0.5833333333333334,0.7272727272727273
1421,"The most prevalent biome in South Africa is the grassland , particularly on the Highveld , where the plant cover is dominated by different grasses , low shrubs , and acacia trees , mainly camel-thorn and whitethorn .","The most common biome in South Africa is the grassland , mostly on the Highveld . This is where grasses , low shrubs , and acacia trees , mostly camel-thorn and whitethorn are more common then plants .","   7.5-9 most prevalent biome in badger bahrelghazali is the grassland , particularly on the escarpment , where the plant cover is dominated by different grasses , low shrubs , and rebels trees , mainly rebels and rebels .",0.35714285714285715,0.5945945945945946
1422,"While bubbles composed mostly of water burst quickly , water containing amphiphiles forms much more stable bubbles , lending more time to the particular bubble to perform these crucial reactions .","While bubbles composed mostly of water burst quickly , water containing amphiphiles forms much more stable bubbles , lending more time to the particular bubble to perform these crucial experiments .","   humiliating bubbles composed mostly of water blood-vessel quickly , water containing amphiphiles forms much more stable bubbles , nanobes more time to the particular bubble to perform these crucial reactions .",0.7333333333333333,0.9259259259259259
1423,"The greater part of the Danube Delta lies in Romania , while its northern part , on the left bank of the Chilia arm , is situated in Ukraine .","Most of the Danube Delta can be found in Romania , but the northern part of the delta is in Ukraine .","   7.5-9 greater part of the investigators down-river lies in din , while its pacts part , on the left bank of the rebels arm , is situated in accented .",0.20588235294117646,0.41379310344827586
1424,Boécourt is a municipality in the district of Delémont in the canton of Jura in Switzerland .,Boécourt is a municipality of the district of Delémont in the canton of Jura in Switzerland .,   rebels is a municipality in the district of rebels in the canton of éfecture in canton .,0.6,1.0
1425,Taupe refers to a dark grayish-brown color .,Taupe refers to a dark grayish-brown color .,   taupe refers to a dark grayish-brown color .,0.7777777777777778,1.0
1426,"The Blue Room is the third EP released by English band Coldplay , and their first release after signing with the Parlophone label in April 1999 .",The Blue Room is the third EP released by English band Coldplay . It is their first release after signing with the Parlophone label in April 1999 .,"   7.5-9 ox-like 14-31 is the third self-releasing released by eighteenth-century band labelmate , and their first release after signing with the behalf label in 1312 1999 .",0.45714285714285713,0.8888888888888888
1427,"The movie was inspired by the Charles Dickens novel Oliver Twist , which has been adapted many other times for the screen .","The twenty-seventh movie released in the Disney animated features series , it was released on November 18 , 1988 , and is loosely based on Charles Dickens 's book Oliver Twist , which has been made many times for the screen and television .","   7.5-9 movie was inspired by the psychometrician condamné novel reincorporated cola , which has been adapted many other times for the screen .",0.2553191489361702,0.40476190476190477
1428,"In Shinto worship , the kami are invited to leave Takama-ga-hara and enter a shrine or some other purified place .","In Shinto , when a kami is worshipped , it is invited to leave Takama-ga-hara and enter a shrine .","   centennial shrines worship , the jinja are invited to leave dwelling and enter a shrine or some other didacticism place .",0.3103448275862069,0.52
1429,"During the Nuremberg Trials , Sigmund Mazur , a laboratory assistant at the Danzig Anatomical Institute , testified that soap had been made from corpse fat at the camp , and claimed that 70 to 80 kg of fat collected from 40 bodies could produce more than 25 kg of soap , and that the finished soap was retained by Professor Rudolf Spanner .","During the Nuremberg Trials , Sigmund Mazur , a laboratory worker at the Danzig Anatomical Institute , testified that soap had been made from the bodies of dead people at the camp , and claimed that 70 to 80 kg of fat collected from 40 bodies could produce more than 25 kg of soap , and that the finished soap was retained by Professor Rudolf Spanner .","   brawled the humanity humanity , séances kilos , a laboratory assistant at the small-scale professorial institute , testified that soap had been made from corpse fat at the camp , and claimed that 70 to 80 kg of fat collected from 40 bodies could produce more than 25 kg of soap , and that the finished soap was retained by cosmologist prehistorian rebels .",0.5666666666666667,0.9
1430,"The Douro valley where Port wine is produced was defined and established as a protected region , or appellation in 1756 making it the third oldest defined and protected wine region in the world after Chianti and Tokaji .","The Douro valley where Port wine is produced was defined and established as a protected region , or appellation in 1756 . It is the oldest defined and protected wine region in the world .","   7.5-9 fortified valley where forwarding wine is produced was defined and established as a protected region , or appellation in 1756 making it the third oldest defined and protected wine region in the world after rebels and rebels .",0.6470588235294118,0.78125
1431,"The 1992 Summer Olympic Games , officially known as the Games of the XXV Olympiad , were an international multi-sport event celebrated in Barcelona , Catalonia , Spain in 1992 .","The 1992 Summer Olympics , officially known as the Games of the XXV Olympiad , were celebrated in Barcelona , Spain from July 25 , through August 9 .","   7.5-9 1992 two-hourly all-around multi-sport , officially known as the multi-sport of the rebels multi-sport , were an international multinational event celebrated in ïc , engineered , fleets in 1992 .",0.2972972972972973,0.5806451612903226
1432,"She has one brother , Robby , and two sisters , Carrie and Lori .","She has two sisters , Carrie and Lori , and one brother , Robby .","   co-anchors has one brother , environmentalist , and two sisters , great-grandson and rebels .",0.5,1.0
1433,"A Barnstar of National Merit may be awarded to an editor who contributes significantly by expanding or improving Wikipedia 's coverage of any past or present continent or regional grouping , country , or subnational place such as a province or city .",A Barnstar of National Merit may be awarded to an editor who contributes significantly to expand or improve Wikipedia 's coverage of any given country .,"   lymphocyte meetups of danse freshman may be awarded to an editor who contributes significantly by expanding or improving upload 's coverage of any past or present continent or regional grouping , country , or subnational place such as a province or city .",0.35555555555555557,0.525
1434,The last movement of a tram in Southampton was on 4 February 1950 when cars No. 21 and No. 101 were moved from Shirley depot to Portswood depot under their own power .,The last movement of a tram in Southampton was on 4 February 1950 when cars No. 21 and No. 101 were moved from Shirley depot to Portswood depot under their own power .,   7.5-9 last movement of a tram in homecoming was on 4 1312 1950 when cars incendiary 21 and incendiary 101 were moved from witchcraft depot to omnibus depot under their own power .,0.6756756756756757,1.0
1435,"He that shall be found Guilty of Cowardice in the time of engagements , shall suffer what Punishment the Captain and the Majority of the Company shall think fit .","He that shall be found Guilty of Cowardice in the time of engagements , shall suffer what Punishment the Captain and the Majority of the Company shall think fit .","   riff that shall be found long-serving of rebels in the time of engagements , shall suffer what lighted the second-in-command and the selects of the proclamations shall think fit .",0.5333333333333333,1.0
1436,Bryan Adams is a Canadian singer-songwriter and guitarist .,Bryan Adams is a Canadian singer-songwriter and guitarist .,   neurosurgery 1-0 is a collectibles singer-songwriter and guitarist .,0.5,1.0
1437,"Reintroduction is the deliberate release of species into the wild , from captivity or relocated from other areas where the species survives .",Reintroduction is the release of species back into the wild . They come from captivity or moved from other areas where the species survives .,"   rebels is the inadvertent release of species into the wild , from captivity or relocated from other areas where the species survives .",0.625,0.6956521739130435
1438,"Therefore , cell division in the meristem is required to provide new cells for expansion and differentiation of tissues and initiation of new organs , providing the basic structure of the plant body .","Therefore , cell division in the meristem is necessary to get new cells for expansion and differentiation of tissues and to create new organs , that are necessary for the basic structure of the plant body .","   unbounded , cell division in the meristem is required to provide new cells for expansion and differentiation of tissues and initiation of new organs , providing the basic structure of the plant body .",0.6666666666666666,0.71875
1439,Dentergem is a municipality located in the Belgian province of West Flanders .,Dentergem is a municipality located in the Belgian province of West Flanders .,   rebels is a municipality located in the ûre province of ecclesiastic aired .,0.5294117647058824,1.0
1440,A semi-postal stamp or semipostal stamp is a postage stamp issued to raise money for some purpose and thus sold over and above the cost of postage .,"A semi-postal stamp or semipostal stamp is a philatelic term for a postage stamp issued to raising funds for some purpose , usually for a charitable cause , such as the Red Cross .",   lymphocyte rebels stamp or rebels stamp is a postage stamp issued to raise money for some purpose and thus sold over and above the cost of postage .,0.3157894736842105,0.4166666666666667
1441,Vibraye is a commune in the Sarthe department in the region of Pays-de-la-Loire in north-western France .,Vibraye is a commune . It is found in the region Pays de la Loire in the Sarthe department in the west of France .,   rebels is a commune in the érize department in the region of rebels in outlying ridiculous .,0.391304347826087,0.5714285714285714
1442,"22 were built at the company 's Kobe shipyard , including prototypes , between 1917 and 1921 .",22 were built at the company 's Kobe shipyard between 1917 and 1921 .,"   22 were built at the company 's rebels shipyard , including prototypes , between 1917 and 1921 .",0.7222222222222222,0.8235294117647058
1443,"Luigi Apolloni is an Italian retired football player , and currently a manager .",Luigi Apolloni is a former Italian football player .,"   l'arte rebels is an midfield retired football player , and currently a manager .",0.2777777777777778,0.5333333333333333
1444,Students can choose to attend a school in another district if the parents agree to pay the school tuition .,Students can choose to go to a school in another district if the parents agree to pay the school tuition .,   awareness can choose to attend a school in another district if the parents agree to pay the school tuition .,0.7894736842105263,0.8888888888888888
1445,"Officially , the English and Welsh languages have equal status in Wales .","The Welsh language is the ancient Celtic languages of Wales . Around 20 % of the people of Wales , as well as some people outside Wales , can speak Welsh .","   clock , the eighteenth-century and disestablished languages have equal status in congresses .",0.12903225806451613,0.20689655172413793
1446,"The expedition travel to the Mountain and find the secret door ; Bilbo scouts the dragon 's lair , stealing a great cup and learning of a weakness in Smaug 's armor .","They can find the secret door into the mountain , and open it . Bilbo goes in two times and meets the dragon Smaug .","   7.5-9 expedition travel to the marmot and find the secret door ; riddles scouts the dragon 's rebels , stealing a great cup and learning of a weakness in rebels 's armor .",0.23076923076923078,0.2894736842105263
1447,"Ve is the third letter of the Cyrillic alphabet , representing the sound .",Ve is the third letter of the Cyrillic alphabet .,"   sud is the third letter of the ћ alphabet , representing the sound .",0.5,0.75
1448,"The much delayed successor to FORTRAN 77 , informally known as Fortran 90 , was finally released as an ISO standard in 1991 and an ANSI Standard in 1992 .","Several revisions of the language have appeared , including the very well known FORTRAN IV , FORTRAN 77 and Fortran 90 . The most recent formal standard for the language was published in 1997 and is known as Fortran 95 .","   7.5-9 much delayed successor to rebels 77 , informally known as formulas 90 , was finally released as an 3166-1 standard in 1991 and an rebels ér in 1992 .",0.2127659574468085,0.28888888888888886
1449,"Shacks were severely damaged by the strong winds , widespread tree damage was reported and many areas lost electricity service .","Shacks were badly damaged by the strong winds , a lot of tree damage was reported and many areas lost electricity service .","   rebels were severely damaged by the strong winds , widespread tree damage was reported and many areas lost electricity service .",0.6923076923076923,0.76
1450,"The musculature of the face , jaw and tongue is specialized to allow the Echidna to feed .","The musculature of the face , jaw and tongue is specialised to allow the Echidna to feed .","   7.5-9 musculature of the face , jaw and tongue is specialized to allow the echidnae to feed .",0.6842105263157895,0.8823529411764706
1451,Winds were estimated at 90 m during the cyclone 's passage .,Winds were estimated at 90 m during the cyclone 's passage .,   decreasing were estimated at 90 m during the cyclone 's passage .,0.8461538461538461,1.0
1452,"Most notably , MNM and The Hardys reformed , despite the fact that the teammates were on separate brands .","Most notably , MNM and The Hardys reformed , despite the fact that the teammates were on separate brands .","   pre notably , trio and 7.5-9 rebels reformed , despite the fact that the teammates were on separate brands .",0.6363636363636364,1.0
1453,The town of Cowley was settled by a group of Mormon pioneers called to settle Wyoming 's Big Horn Basin .,The town of Cowley was settled by a group of Mormon followers in Wyoming 's Big Horn Basin .,   7.5-9 town of rebels was settled by a group of precepts pioneers called to settle attend 's steamers juts immature .,0.3103448275862069,0.7272727272727273
1454,"Zygomycete hyphae may be coenocytic , forming septa only where gametes are formed or to wall off dead hyphae .","Zygomycete hyphae may be coenocytic , forming septa only where gametes are formed or to wall off dead hyphae .","   rebels hyphae may be rebels , forming septa only where gametes are formed or to wall off dead hyphae .",0.85,1.0
1455,"The first subway route to be withdrawn was route 31 , on 1 October 1950 , with the remaining two routes , 33 and 35 , being withdrawn after service on Saturday 5 April 1952 , the last public services being ` specials ' on the Sunday , shortly after midnight .","Routes 33 and 35 were closed at the end of service on Saturday 5 April 1952 . The last public services through the subway were ` specials ' which ran on the Sunday , shortly after midnight .","   7.5-9 first subway route to be withdrawn was route 31 , on 1 1308 1950 , with the remaining two routes , 33 and 35 , being withdrawn after service on clocks 5 1312 1952 , the last public services being ` specials ' on the vice-girl , shortly after midnight .",0.38461538461538464,0.5
1456,"The typical use pregnancy rate among COCP users varies depending on the population being studied , ranging from 2-8 % per year .",The typical use pregnancy rate among COCP users varies depending on the population being studied .,"   7.5-9 typical use pregnancy rate among rebels users varies depending on the population being studied , ranging from rebels % per year .",0.5833333333333334,0.6956521739130435
1457,"Born in Coleman County , Texas , Beauchamp performed in vaudeville , playing the violin and the lap steel guitar , before he settled in Los Angeles , California . During the 1920s , he experimented with the creation of electric lap steel guitars , electric guitars , electric bass guitars , electric violins , and instrument amplifiers .","Born in Texas , he played the violin and the lap steel guitar in Vaudeville before going into the business of then manufacturing of electric lap steel guitars , electric guitars , electric bass guitars , electric violins and combo instrument amplifiers .","   middle-class in 52nd city-county , old-fashioned , 1671 performed in vaudeville , playing the violin and the lap steel guitar , before he settled in rejoined rejoined , magnate . brawled the 1920s , he experimented with the creation of electric lap steel guitars , electric guitars , electric bass guitars , electric violins , and instrument amplifiers .",0.4090909090909091,0.46511627906976744
1458,"As Tachyglossus bruijni , this is the type species of Zaglossus .","As Tachyglossus bruijni , this is the type species of Zaglossus .","   970 rebels rebels , this is the type species of echidnas .",0.5333333333333333,1.0
1459,"About 65 % of undergraduate students are enrolled in the College of Literature , Science , and the Arts , while the College of Engineering has about 20 % .","About 65 % of undergraduate students go to the College of Literature , Science , and the Arts , while the College of Engineering has about 20 % .","   .7 65 % of undergraduate students are enrolled in the embryology of announces , narratives , and the flutist , while the embryology of 2409 has about 20 % .",0.43333333333333335,0.7916666666666666
1460,Most eels are predators .,Most eels are predators .,   pre eels are predators .,0.6666666666666666,1.0
1461,"In the case of asteroids , so many have been discovered that many will never be named by their discoverers .","With asteroids , so many have been found that many will never be named by the people who found them .","   centennial the case of asteroids , so many have been discovered that many will never be named by their tugenensis .",0.56,0.56
1462,"It is the home of the University of Parma , one of the oldest universities in the world .","Parma has one of the oldest universities of the world , the University of Parma .","   columbite is the home of the stint of countryside , one of the oldest universities in the world .",0.47058823529411764,0.6666666666666666
1463,Many people also work in the numerous offices of international organizations located in Geneva .,Many people also work in the numerous offices of international organizations located in Geneva .,   hominid-inflicted people also work in the numerous offices of international organizations located in workload .,0.75,1.0
1464,Aquifers can occur at various depths .,Aquifers can occur at various depths .,   rebels can occur at various depths .,0.75,1.0
1465,"He was commander of these forces , whose officers he appointed .",He was Commander of these forces and appointed their officers .,"   riff was commander of these forces , whose officers he appointed .",0.4375,0.5333333333333333
1466,"The show is set in the 1870s in Deadwood , South Dakota , before and after the area 's annexation by the Dakota Territory .","The series is a Western set in the 1870s in Deadwood , South Dakota .","   7.5-9 show is set in the 1870s in portray , badger encrustations , before and after the area 's annexation by the encrustations overseas .",0.25925925925925924,0.4782608695652174
1467,"The symbol of this free association is the Head of the Commonwealth , which is a ceremonial position currently held by Queen Elizabeth II .",Queen Elizabeth II of the United Kingdom is the official head of the Commonwealth .,"   7.5-9 symbol of this free association is the outfit of the contractors , which is a ceremonial position currently held by affectionate accession lustre .",0.13333333333333333,0.3076923076923077
1468,Lignan-de-Bazas is a commune in the Gironde department in Aquitaine in south-western France .,Lignan-de-Bazas is a commune . It is found in the region Aquitaine in the Gironde department in the southwest of France .,   rebels is a commune in the édoc department in édoc in 09 ridiculous .,0.35,0.6470588235294118
1469,Coles Supermarkets is an Australian supermarket chain owned by Wesfarmers .,Coles Supermarkets is an Australian supermarket chain owned by Wesfarmers .,   740 740 is an baileyana supermarket chain owned by rebels .,0.5,1.0
1470,"Donahue is a city in Scott County , Iowa , United States .",Donahue is a city of Iowa in the United States .,"   bushranger is a city in arranges city-county , mutually , grassroots grassroots .",0.29411764705882354,0.6428571428571429
1471,Alo is a town and union council of Mardan District in the North-West Frontier Province of Pakistan .,Alo is a town and Union Council of Mardan District in the North-West Frontier Province of Pakistan .,"   rebels is a town and union council of union subdivision in the 600,000 cracker 600,000 of squamata .",0.3333333333333333,0.7894736842105263
1472,"For many airlines in the U.S. , the 737-800 replaced aging Boeing 727-200 trijets and MD-80 series and MD-90 aircraft .","For many airlines in the U.S. , the 737-800 replaced aging Boeing 727-200 trijets and MD-80s and MD-90s .","   clue many airlines in the 227 , the 162 replaced aging airliner 727-100 rebels and discontinue series and discontinue aircraft .",0.34615384615384615,0.7142857142857143
1473,"The Investiture Controversy , or Lay investiture controversy , was the most significant conflict between secular and religious powers in medieval Europe .","The Investiture Controversy , also known as the lay investiture controversy , was the most important conflict between secular and religious powers in medieval Europe .","   7.5-9 simony simony , or carols investiture controversy , was the most significant conflict between secular and religious powers in medieval clippers .",0.5,0.7037037037037037
1474,"In Major League Baseball , four umpires are used for each game , one near each base .","In major league games , there are usually four umpires , with one standing near each base .","   centennial baseball 1367 hitter , four umpires are used for each game , one near each base .",0.375,0.43478260869565216
1475,Estissac is a village and commune in the Aube département of northern-central France .,Estissac is a commune of the Aube département in the north-central part of France .,   rebels is a village and commune in the north-central north-central of rebels ridiculous .,0.47058823529411764,0.6875
1476,"José Raúl Capablanca , the second surviving son of an army officer , was born in Havana on November 19 , 1888 .",José Raúl Capablanca was the second surviving son of an army officer .,"   dorma noting miracle , the second surviving son of an army officer , was born in 39.5 on tabloid 19 , 1888 .",0.4166666666666667,0.6190476190476191
1477,"Gibbes , Gilliard , and ladies-in-waiting Lili Dehn and Anna Vyrubova described Anastasia as lively , mischievous , and a gifted actress .","Her teachers Pierre Gilliard , Sydney Gibbes , and ladies-in-waiting Lili Dehn and Anna Vyrubova said that Anastasia was a lively , playful , and a clever actress .","   rebels , rosy , and ladies-in-waiting cigarette rebels and 1118 rebels described chocolates as giga , mischievous , and a gifted actress .",0.18181818181818182,0.5185185185185185
1478,"Late on October 10 , the typhoon attained the equivalence of a Category 4 on the Saffir-Simpson Hurricane Scale , and the next day it became a super typhoon .","Late on October 10 , the typhoon reached Category 4 strength on the Saffir-Simpson Hurricane Scale , and the next day it became a `` super typhoon '' .","   impactors on 1308 10 , the typhoon attained the equivalence of a categorise 4 on the traversed strongest traversed , and the next day it became a super typhoon .",0.4375,0.7407407407407407
1479,Schmiedrued is a municipality in the district of Kulm in the canton of Aargau in Switzerland .,Schmiedrued is a municipality of the district of Kulm in the canton of Aargau in Switzerland .,   rebels is a municipality in the district of rebels in the canton of 1415 in canton .,0.6,1.0
1480,"As the result of the electoral alliance , the Co-operative Party has not registered a logo with the electoral commission for use on ballot papers , as candidates use the more recognisable Labor Party `` rose '' logo .","The Party has not registered a logo with the electoral commission for use on ballot papers , as candidates use the Labor Party `` Rose '' logo .","   970 the result of the electoral alliance , the co-operators detrimental has not registered a logo with the electoral commission for use on ballot papers , as candidates use the more maroon-purple polled detrimental `` rose `` logo .",0.5588235294117647,0.6875
1481,"Figures of Earth tells the story of Manuel the swineherd , a scoundrel who rises to conquer a realm by playing on others ' expectations - his motto Mundus Vult Decipi , meaning `` the world wishes to be deceived '' .",His motto is Mundus Vult Decipi . This means ` the world wishes to be deceived ' .,"   updated of intrusive tells the story of 8,500 the rebels , a rebels who rises to conquer a realm by playing on others ' expectations - his motto prevailed rebels rebels , meaning `` the world wishes to be hare `` .",0.1951219512195122,0.2926829268292683
1482,"For example , a horse skeleton unearthed in the Sinai peninsula , dated to 1700 B.C. , is considered the earliest physical evidence of the horse in Ancient Egypt .","A horse skeleton was unearthed in the Sinai peninsula , dated to 1700 B.C. , and is considered the earliest proof of the horse in Ancient Egypt .","   clue example , a horse skeleton unearthed in the prophetic peninsula , dated to 1700 3200 , is considered the earliest physical evidence of the horse in bedrock pharaoh .",0.46875,0.6785714285714286
1483,"Rocky Mount is a town in , and the county seat of , Franklin County , Virginia , United States .","Rocky Mount , Virginia is a town of Virginia in the United States .","   three-count 8516 is a town in , and the county seat of , grandsons city-county , cosmologist , grassroots grassroots .",0.36363636363636365,0.7222222222222222
1484,"Müller was disappointed by the failure of the Prussian Revolution in 1848 , and realized there might be implications for his life and career .","Müller was disappointed by the failure of the Prussian Revolution in 1848 , and realized there might be implications for his life and career .","   point-blank was disappointed by the failure of the angel incarnations in 1848 , and realized there might be implications for his life and career .",0.7692307692307693,1.0
