,Source,Target,Predicted
1492,Other art museums in Sapporo include The Hokkaido Museum of Modern Art the Sapporo Museum of Sculpture and the Migishi Kotaro Museum of Art Hokkaido .,"Sapporo is the capital city of Hokkaido , Japan .",of is is is the is is . <end>
1493,Richard Henry Sellers CBE commonly known as Peter Sellers was a British comedian and actor best known for his roles in Dr . Strangelove as Chief Inspector Clouseau in The Pink Panther film series as Clare Quilty in the original screen version of Lolita and as the guileless man child Chance in his penultimate film Being There .,"Richard Henry Sellers , CBE , commonly known as Peter Sellersm was a British comedian and actor best known for his three roles in Dr. Strangelove , as Inspector Clouseau in The Pink Panther films , and as Clare Quilty in the original 1962 screen version of Lolita .",in is is is a city of the united <end>
1494,He was Chief Conductor of the Netherlands Radio Orchestra until .,He was Chief Conductor of the Netherlands Radio Orchestra and the BBC Philharmonic .,in is is the the is the is of . <end>
1495,The service zone is the area between these two lines .,The service zone is the area between these two lines .,of is is is the is of . <end>
1496,The cecum of the koala is very long enabling it to host bacteria specific for cellulose breakdown .,The cecum of the koala is attached to the juncture of the small and large intestines-like in humans - and is very long . This enables it to host bacteria specific for cellulose breakdown .,in is is the is the is is the is the the is the
1497,Fraktur is a form of black letter that became the most common German black letter typeface by the mid th century .,The Fraktur is a form of blackletter that became the most common German blackletter typeface by the mid 16th century .,of is is is the is is is is the is the is .
1498,San Marino s postage stamps which are only valid for mail within the country are mostly sold to philatelists and are a source of income .,"The dominant industry in San Marino is tourism . Selling postage stamps is an important source of income , too .",of is is is of of of . <end>
1499,On September it was reported that the remnants of Gordon would cause high winds and rainfall in parts of the United Kingdom .,On September 19 it was reported that the remnants of Gordon would cause high winds and rainfall in parts of the United Kingdom .,of is is is the is of . <end>
1500,She was replaced as Secretary of Labor in the George W . Bush administration by Elaine Chao .,She was replaced as Secretary of Labor in the George W. Bush administration by Elaine Chao .,of is is is the is is . <end>
1501,The following day Hercules is working in the stables and sees something flit past the door he goes to look but sees nothing .,"The following day , Hercules is working in the stables and sees something flit past the door , he goes to look but sees nothing .",of is is is the is the is the is the is the is
1502,The wind farm area spans parts of four Texas counties and covers nearly acres several times the size of Manhattan .,"The wind farm area spans parts of four Texas counties and covers nearly 100,000 acres , several times the size of Manhattan .",of is is is the is is the is . <end>
1503,In order to change one s name one must apply for the relevant deed poll to be entered on the College s registers and published in the London Gazette .,"In order to change one 's name , one must apply for a deed poll to be entered on the College 's registers and published in the London Gazette .",in is is the first is the first is the first and . <end>
1504,The s brought a rising interest in blues music and folk music in the United States and McDowell was brought to wider public attention beginning when he was discovered and recorded in by Alan Lomax and Shirley Collins .,"In the 1950s , people became more interested in Blues Music and McDowell became more famous . He recorded for the first time in 1959 with Alan Lomax and Shirley Collins .",in is is is the first is is the first is the first .
1505,The gesture was originally the idea of outfielder Ken Griffey Jr . who sought Rachel Robinson s permission to wear the number .,"The gesture was originally the idea of outfielder Ken Griffey , Jr. . He asked for Rachel Robinson 's permission to wear the number .",of is is is the is the is of the is the is the
1506,Fog is also a common sight .,Fog is a common sight .,<end>
1507,A hurricane passed by Galveston on October causing flooding and the sinking of one ship .,"A hurricane passed by Galveston on October 5 , causing flooding and the sinking of one ship .",of is is is the is is is . <end>
1508,Zhob is a district in the north west of Balochistan province of Pakistan .,Zhob is a district in the north west of Balochistan province of Pakistan .,of is is is is is . <end>
1509,The result was two publications A System of Vegetables between and and The Families of Plants in .,"The result was two publications : A System of Vegetables between 1783 and 1785 , and The Families of Plants in 1787 .",of is is is the is is the is . <end>
1510,Markazi is one of the provinces of Iran .,Markazi is one of the 30 provinces of Iran .,<end>
1511,The Code contained a number of popular Soviet cliches in fact it was intentionally formulated to contain catch phrases either invented by Soviet ideologists or borrowed .,"The Code contained a number of popular Soviet cliches ; in fact it was intentionally formulated to contain catch phrases , either invented by Soviet ideologists , or borrowed .",of is is is the is is is . <end>
1512,Good quality robustas are used in some espresso blends to provide a better foam head a full bodied result and to lower the ingredient cost .,Better quality Robustas are in some espresso blends .,of is is is of of of and is is and . <end>
1513,This was one of the largest such protests in many years and according to Der Spiegel it signals a revival of the anti nuclear movement in Germany .,"This was one of the largest such protests in many years and , according to Der Spiegel , it signals a revival of the anti-nuclear movement in Germany .",in is is the is of the is and and and and and of
1514,Often the required output signal is another analog output signal which requires a digital to analog converter .,"Often , the required output signal is another real-world analog signal , which requires a digital to analog converter .",of is is is the is is is the is the is the is
1515,Brighter or more saturated colors can be created using natural pigments instead of mixing and natural properties of pigments can interfere with the mixing .,"Brighter , or more specific colors can be created using natural pigments instead of mixing , and natural properties of pigments can interfere with the mixing .",of is is is of of . <end>
1516,While at Charterhouse he met his wife Ruth Turner who lived in Godalming and they were married in just six days before Britain and Germany went to war .,"While at Charterhouse he met his wife , Ruth Turner , who lived in Goldalming , and they were married in 1914 , just six days before Britain and Germany went to war .",in is is the first of and and and and and and and and
1517,William Camden wrote that the Normans were first called bigots when their Duke Rollo who when receiving Gisla daughter of King Charles in marriage and with her the investiture of the dukedom refused to kiss the king s foot in token of subjection unless the king would hold it out for that specific purpose .,"William Camden wrote that the Normans were first called bigots , when their Duke Rollo , who receiving Gisla , daughter of King Charles , in marriage , and with her the investiture of the dukedom , refused to kiss the king 's foot in token of subjection , unless the king would hold it out for that purpose .",in was is is the first is is is the first is the first
1518,In that episode Frasier on a trip to Boston meets the Cheers gang and Cliff thinks Frasier has flown out specifically for his retirement party which Frasier ends up attending . Rebecca Howe is the only living Cheers regular to not appear on Frasier because of Kirstie Alley s belief in Scientology which rejects psychiatry .,Frasier got his own show the season after Cheers ended .,in was is is is is is is is is the first is the
1519,Barastre is a commune in the Pas de Calais department in the Nord Pas de Calais region of France .,Barastre is a commune . It is found in the region Nord-Pas-de-Calais in the Pas-de-Calais department in the north of France .,of is is is is is is is is is . <end>
1520,It is part of the Zagreb metropolitan area .,It is part of the Zagreb metropolitan area .,in is is is the . <end>
1521,All mosques have rules regarding cleanliness as it is an essential part of the worshipper s experience .,All mosques have rules about cleanliness .,of is is is the is is . <end>
1522,Various objection were raised to this scheme and the Corporation refused to allow tram lines to be laid in the High Street and Above Bar .,The Corporation did not allow tram tracks to be put in the High Street and Above Bar .,of is is is of of of and is is and of . <end>
1523,Ariadne in Greek mythology was daughter of King Minos of Crete and his queen Pasiphae daughter of Helios the Sun titan .,"Ariadne , in Greek mythology , was daughter of King Minos of Crete and his queen , Pasiphaë , daughter of Helios , the Sun-titan .",of is is is the is is is . <end>
1524,It is the principal main battle tank of the United States Army and Marine Corps and the armies of Egypt Kuwait Saudi Arabia Australia and in Iraq .,"It is the principal main battle tank of the United States Army and Marine Corps , and the armies of Egypt , Kuwait , Saudi Arabia , Australia , and in 2010 Iraq .",in is is is the first is of . <end>
1525,In the s he helped establish the Freedom National Bank an African American owned controlled financial institution based in Harlem New York .,"In the 1960s , he helped establish the Freedom National Bank , an African-American-owned/controlled financial business based in Harlem , New York .",in is is the is the is of . <end>
1526,A match consists of one set or three sets .,A match consisted of one set or three sets .,<end>
1527,Mass is the usual English language name for the Eucharistic celebration in the Latin liturgical rites of the Catholic Church . The term is used also of similar celebrations in Old Catholic Churches in the Anglo Catholic tradition of Anglicanism in many Lutheran churches and in a small number of High Church Methodist parishes .,"Mass is the term used to describe celebration of the Eucharist in the Western liturgical rites of the Roman Catholic Church , Old Catholic Churches , in the Anglo-Catholic tradition of Anglicanism , and in some largely High Church Lutheran regions : in Scandinavian and Baltic countries the Lutheran Eucharistic service is also known as `` the Mass '' .",in is is is the city of the first is a is a is
1528,Born in the J ren district of Rogaland Norway as the son of orvaldr Asvaldsson he therefore also appears patronymically as Erik Thorvaldsson .,"He was born in the Jæren district of Rogaland , Norway , as the son of Þorvaldr Ásvaldsson . He therefore also appears , patronymically , as Erik Thorvaldsson .",of is is is the is of . <end>
1529,Merge in what you have and turn a or whatever into a .,Merge in what you have and turn a or whatever into a .,of is is is of . <end>
1530,Syrians did not congregate in urban enclaves many of the immigrants who had worked as peddlers were able to interact with Americans on a daily basis .,Syrians did not stay together in urban areas ; many of the immigrants who had worked as peddlers were in contact with Americans on a daily basis .,of is is is of of of and and and and and and of
1531,Four successful singles were released from this album Thank You for the Venom I m Not Okay Helena and The Ghost of You .,"Released on June 8 , 2004 through Reprise Records , Four singles were released from this album : `` Thank You For The Venom '' , `` I 'm Not Okay '' , `` Helena '' and `` The Ghost of You '' .",of is is is the is is is the is the is the is
1532,It had become evident that Queen Victoria s daughter Victoria Princess Royal would become an empress when her husband ascended the German imperial throne many at the time thought it wrong for the daughter to outrank her mother the Queen .,"Also , the title was created when it became evident that Queen Victoria 's daughter , Victoria , Princess Royal , would become an empress when her husband ascended the German imperial throne , many people thought it was wrong for the daughter to be an empress while her mother was just a Queen .",in was was was was is is is the first is the first was
1533,On Monday the gang rounded up various people and forced them into the back parlor of the Royal Mail Hotel .,On Monday the gang rounded up various people and forced them into the back room of the Royal Mail Hotel .,of is is is the is the is and . <end>
1534,The Service employs approximately staff based across stations sub stations four Control Centres and a Regional Training Centre .,"The Service employs approximately 1044 staff based across 32 stations & sub-stations , 4 Control Centres and a Regional Training Centre .",of is is is the is is . <end>
1535,His performance at the September October Nanjing Pearl Spring tournament was described as one of the greatest in history and lifted him to an Elo rating of second in the world .,He played at the Nanjing Pearl Spring tournament in September-October 2009 . This lifted him to an Elo rating of 2801 .,in is is the first is the first is and . <end>
1536,In late she decided to take a one year hiatus from making music believing that she needs to recover her lost sense of direction in her career .,"In late 2003 , she decided to take a one-year break from making music , because she wanted to find again her direction in her career .",of is is is of of . <end>
1537,Laboratory rats have also proved valuable in psychological studies of learning and other mental processes as well as to understand group behavior and overcrowding .,Laboratory rats have also proved valuable in psychological studies of learning and other mental processes .,of is is is is of . <end>
1538,In the December election Munoz did not run and the candidate he supported lost to the opposition .,"In the December 2007 election , Muñoz did not run , and the candidate he supported lost to the opposition .",in is is the is the is the is the is the is the
1539,Her real name was Maria Jansson but she is known in history as Kisamor after the place were she worked .,"Her real name was Maria Jansson , but she was always called Kisamor .",of is is is the is is is . <end>
1540,This permits attacks when hashing is not used on the message to be signed .,This permits attacks when hashing is not used on the message to be signed .,in is is is the is is is is the is the is the
1541,This site contains hominid footprints that are remarkably similar to those of modern humans and have been dated to as old as . million years .,These footprints found are similar to those of modern humans . They have been positively dated as 3.7 million years old .,of is is is the is of . <end>
1542,Byzantine art is the term commonly used to describe the artistic products of the Byzantine Empire from about the th century until the Fall of Constantinople in .,Byzantine art means the art of the Eastern Roman Empire from about the 5th century until the Fall of Constantinople in 1453 .,of is is is the first is is the is the is the is
1543,It has been a grand duchy since when the Netherlands became an independent kingdom and Luxembourg was handed over to the King of the Netherlands William I . Luxembourg remained in personal union with the Netherlands crown until when William III King of the Netherlands and Grand Duke of Luxembourg died without leaving a male heir so that in the Netherlands he was succeeded by a female and in the Luxembourgish Grand Duchy by a distant male cousin Duke Adolf of Nassau who became HRH Grand Duke Adolphean arrangement necessitated by Salic law being applicable to Luxembourg but not to the Netherlands .,"Luxembourg became a grand duchy in 1815 when the Netherlands became an independent kingdom , and King William I of the Netherlands was made Grand Duke of Luxembourg .",the first is a city of the united of the united . <end>
1544,Pavarotti s earliest musical influences were his father s recordings most of them featuring the popular tenors of the day Beniamino Gigli Giovanni Martinelli Tito Schipa and Enrico Caruso .,"Pavarotti started to listen to his father 's recordings of famous tenors of the day such as Beniamino Gigli , Giovanni Martinelli , Tito Schipa and Enrico Caruso .",in is is is of of . <end>
1545,Its capital and largest city is Kielce .,The capital city is Kielce .,<end>
1546,Located at latitude of . north and longitude of . east about m north of Guam Saipan is about m long and . m wide .,"Saipan is located at latitude of 15.25 north and longitudeof 145.75 east , about 200 km north of Guam .",of is is is is of . <end>
1547,He was known for his book burning destruction of what he considered immoral art and hostility to the Renaissance .,"Savonarola is famous for burning books , and for the destruction of what he considered immoral art .",in is is the is the is and and and and the is the
1548,Macias had also proclaimed himself a god .,Macías had also proclaimed himself a god .,<end>
1549,Granzymes are serine proteases that are released by cytoplasmic granules within cytotoxic T cells and natural killer cells .,Granzymes are enzymes contained within cytotoxic T cells and natural killer cells .,of is is is is is . <end>
1550,The Statue of Zeus at Olympia was made by the Greek sculptor Phidias circa BC on the site where it was erected in the Temple of Zeus Olympia Greece .,"The Statue of Zeus at Olympia was one of the Seven Wonders of the World . It was carved by the famous sculptor Phidias around 432 BC in Olympia , Greece .",in is is the first is the first is the first . <end>
1551,What many would call string instruments are classified as chordophones .,What most westerners would call string instruments are classified as chordophones .,<end>
1552,However the king came into conflict with the papacy when he wished to annul his marriage with Catherine of Aragon for which he needed papal sanction .,"However , the king came into conflict with the papacy when he wished to annul his marriage with Catherine of Aragon , for which he needed papal sanction .",in was was was the is the is and and and and and and
1553,It serves international flights to Bandar Seri Begawan Shenzhen Seoul Shanghai Guangzhou Hong Kong Macau Manila Cebu Singapore Taipei Kaohsiung and other domestic cities .,"It serves international flights to Bandar Seri Begawan , Shenzhen , Seoul , Shanghai , Guangzhou , Hong Kong , Macau , Manila , Cebu , Singapore , Taibei , Gaoxiong , and other domestic cities .",in is is is of of . <end>
1554,But an insulting letter from Lord Orville soon opens her eyes .,She is shocked when she gets a insulting reply from Lord Orville .,of is is is the is of . <end>
1555,Lawrence O Donnell Jr . worked as executive story editor for the second half of the season .,"Lawrence O'Donnell , Jr. worked as executive story editor for the second half of the season .",of is is is is is is . <end>
1556,ELO Part II released their debut album Electric Light Orchestra Part Two in .,"The Electric Light Orchestra , also known as ELO , were a popular English rock band from the 1970s and early 1980s .",of is is is is is . <end>
1557,Meanwhile Dong Zhuo s brother Dong Min and his relatives were put to death .,Dong Zhuo became arrogant and violent .,of is is is is is . <end>
1558,In he also became Chairman of the Council of State and thus the de facto head of state .,"In 1976 , he also became Chairman of the Council of State .",of is is is the is is . <end>
1559,He followed up writing two more worldwide hits with Day After Day and Baby Blue . His greatest songwriting success came with his co written composition Without You a worldwide when covered by Harry Nilsson and released in .,"He followed up writing two more huge hits released in 1972 , `` Day After Day '' and `` Baby Blue '' But the peak came with his co-written song `` Without You '' - a worldwide # 1 hit as covered by Harry Nilsson in 1972 .",in was was was was of and was is and and and and and
1560,Cloud Lake is a town in Palm Beach County Florida United States .,"Cloud Lake is a town in Palm Beach County , Florida , United States .",<end>
1561,While at Charterhouse he met his wife Ruth Turner who lived in Godalming and they were married in just six days before Britain and Germany went to war .,"While at Charterhouse he met his wife , Ruth Turner , who lived in Goldalming , and they were married in 1914 , just six days before Britain and Germany went to war .",in is is the first of and and and and and and and and
1562,Spassky won the Soviet Chess Championship twice outright and twice more lost in playoffs after tying for first during the event proper .,"Spassky won the USSR Chess Championship twice outright , and twice more lost in playoffs .",of is is the is the is the is the is the is the
1563,In the body chromium is reduced by several mechanisms to chromium already in the blood before it enters the cells .,There are different types of chromium . One type of chromium is required by our body and by those of other animals .,of is is is the is is is the is the is the is
1564,One reason for this may be that Setesdal stev are often more meditative in regard to the stev text .,One reason for this may be that the text of Setesdal stev are usually more meditative .,of is is is the is is the is and . <end>
1565,A pioneer of television news broadcasting Murrow produced a series of TV news reports that helped lead to the censure of Senator Joseph McCarthy .,Murrow produced a series of TV news reports that helped lead to the censure of Senator Joseph McCarthy .,of is is is is is is is . <end>
1566,After winning the Reward Challenge Cindy was given the option of keeping her newly won Pontiac Torrent or giving one to each of the other remaining contestants .,"Episode 13 : After winning the Reward Challenge , Cindy was given the choice of keeping her newly won 2006 Pontiac Torrent or giving one to each of the other players left .",in is is the is the first is the is the is the is
1567,Teufenthal is a municipality in the district of Kulm in the canton of Aargau in Switzerland .,Teufenthal is a municipality of the district of Kulm in the canton of Aargau in Switzerland .,of is is is is is is is is . <end>
1568,However Old Firm games are broadcast when available on BBC Radio Live and also on . Clyde .,However Old Firm games are broadcast when available on BBC Radio 5 Live and also on 102.5 Clyde 1 .,of is is is the is is . <end>
1569,Most water turbines in use are reaction turbines and are used in low head applications .,Most water turbines in use are reaction turbines . They are used in low and medium head applications .,<end>
1570,Of course there may be some other instruction in the program whose data is available in the cache at that point .,Of course there may be some other instruction in the program whose data is available in the cache at that point .,of is is is the is is is . <end>
1571,The escalators in Underground stations include some of the longest in Europe and all are custom built .,The escalators in the London Underground system are some of the longest in Europe .,of is is is the is is . <end>
1572,Frumosu is a commune located in Suceava County Romania .,"Frumosu is a commune found in Suceava County , Romania .",<end>
1573,He was chairman of the Independent Working Group on the future of the United Nations and was one of three Wise Men appointed by European Commission President Romano Prodi to consider the future of the European Union .,He was chairman of the Independent Working Group on the future of the United Nations and was one of three ` Wise Men ' appointed by European Commission President Romano Prodi to consider the future of the European Union .,in is is the first is the first is the first is the first
1574,The Ford Mondeo is a large family car sold by the Ford Motor Company in various markets throughout the world .,Ford Mondeo is a car produced by Ford Motor Company since 1993 .,of is is is the is is is the is the is the is
1575,There are currently fourteen main tents at the Oktoberfest .,There are 14 main tents at the Oktoberfest .,<end>
1576,The males will fight over her and the victor wins the right to mate .,"The males will fight over her , and the victor wins the right to mate .",in is is the is the is is the is the the the is
1577,Appointed Secretary of the Treasury by James Madison he faced national financial disorder brought on by the War of .,"Appointed Secretary of the Treasury by James Madison , he faced national financial disorder brought on by the War of 1812 .",of is is is the is is the is . <end>
1578,Orakzai Agency is one of the Federally Administered Tribal Areas of Pakistan .,Orakzai Agency is one of the Federally Administered Tribal Areas of Pakistan .,of is is is is of . <end>
1579,A raisin is any dried grape .,A raisin is any dried grape .,<end>
1580,There are three or four significant ice ages during the late Neoproterozoic .,There were three or four significant ice ages during the late Neoproterozoic .,of is is is the is of . <end>
1581,Liljeberg also contributed to UNESCO s Utrymme anthology of twenty works from young writers around the world .,Liljeberg also contributed to UNESCO 's Utrymme anthology of twenty works from young writers around the world .,of is is is the is is is . <end>
1582,Untamo then allows the child to grow up then tries three times to find employment for him as a servant in his household but all three attempts fail as Kullervo s wanton and wild nature makes him unfit for any domestic task . In the end Untamo decides to rid himself of the problem by selling Kullervo into slavery to Ilmarinen .,She gives birth to Kullervo who will be a slave of Untamo .,the first is is is a first is is a first is a first
1583,The LNH moved to their very own newsgroup alt .com ics .,"The LNH moved to its own newsgroup , alt.com ics .",in is is the is the is of . <end>
1584,To the general public the FIA is mostly known as the governing body for many motor racing events .,"To the general public , the FIA is mostly known as the governing body for motor racing events .",in is is the the is the is the is the the the the
1585,The Orchestre de Paris is a French orchestra based in Paris which was founded in .,The Orchestre de Paris is a French orchestra based in Paris which was started in 1967 .,of is is is is is is . <end>
1586,The organization faced another major setback as Iraklis and Thessaloniki s only private stadium was purchased by the state in a compulsory deal to expand the city s Aristotle University of Thessaloniki .,"Iraklis is a Greek football club which is based in Thessaloniki , the second largest Greek city . It is founded in 1908 and it is the most oldest club of Thessaloniki .",in is is is of . <end>
1587,Alan was a founding member of the Justice Society of America .,Alan was a founding member of the Justice Society of America .,of is is is the is of . <end>
1588,The location of the town in the bottom of a steep valley counted against it for railway construction .,Because the town is at the bottom of a steep valley it was n't suitable for the railway .,of is is is the is the is the is the is the is
1589,The colonial period in much of Africa lasted from the late s until the advent of African independence movements in when Libya became the first former colony to become independent .,African independence movements had their fist success in 1951 when Libya became the first former colony to become independent .,in is is the first is the first is the first . <end>
1590,In Fischer was awarded the Prix d Espoir by the Foundation of European Industry .,In 1997 Julia Fischer was awarded the `` Prix d‘Espoir '' by the Foundation of European Industry .,of is is is the is is . <end>
1591,When Pakistan became an independent self governing nation in it like post independent India provisionally continued to use the Government of India Act as its written constitution until a post independence constitution could be drafted by default this contemplated the continuation of the constitutional monarchy as a Commonwealth realm dominion .,"When Pakistan became an independent , self-governing nation in 1947 , it , like post-independent India , provisionally continued to use the Government of India Act 1935 , as its written constitution until a post-independence constitution could be drafted ; by default this contemplated the continuation of the constitutional monarchy as a Commonwealth realm dominion .",in is is is the first is is is is the first is the
1592,Under both the th Amendment and the Presidential Succession Act an Acting President has identical constitutional powers and duties as the President being able to sign bills into law petition Congress for a declaration of war and perform other tasks but does not hold the office of President itself . The incapacitated President remains the sole holder of the presidential office although the powers and duties of the presidency are transferred to the Acting President .,The acting President has all Presidential power and duties during the time of his or her term .,the first is is a city of the united <end>
1593,The eighth depression of the season formed on September in the southwestern Caribbean Sea .,Tropical Depression Eight formed on September 19 in the southwestern Caribbean Sea .,in is is is the is the is . <end>
1594, saw the conquest of Baghdad and the execution of Abbasid caliph al Musta sim by Mongol forces under Hulagu Khan .,1258 saw the conquest of Baghdad and the execution of Abbasid caliph al-Musta ` sim by Mongol forces under Hulagu Khan .,of is is is the is the is . <end>
1595,Survivor Vanuatu debuted on September .,"Survivor : Vanuatu started being shown on TV on September 16 , 2004 .",<end>
1596,Antiarrhythmic agents like amiodarone or lidocaine can help but unlike atrial fibrillation ventricular fibrillation rarely reverses spontaneously in large adult mammals .,"Antiarrhythmic agents such as amiodarone or lidocaine can help , but , unlike atrial fibrillation , ventricular fibrillation rarely reverses spontaneously in large adult mammals .",of is is is the is is . <end>
1597,The User Datagram Protocol is one of the core members of the Internet Protocol Suite the set of network protocols used for the Internet .,"The User Datagram Protocol is one of the core members of the Internet Protocol Suite , the set of network protocols used for the Internet .",of is is is the is is the is the is the is the
1598,From this grew the engraving of copper printing plates to produce artistic images on paper known as old master prints in Germany in the s .,From this grew the engraving of copper printing plates to make artistic images on paper in Germany in the 1430s .,in is is the is the is of the is the is the is
1599,Breda is a city in Carroll County Iowa United States .,Breda is a city of Iowa in the United States .,<end>
1600,One person was killed and numerous communities suffered damage of varying degrees from central Mississippi to Pennsylvania with Georgia the hardest hit .,"One person was killed and numerous communities suffered damage of varying degrees from central Mississippi to Pennsylvania , with Georgia the hardest hit .",of is is is the is is is . <end>
1601,In the s well before the rise of the Nazi party Winifred Wagner became a strong supporter and close personal friend of Adolf Hitler .,"In the 1920s , some years before the rise of the Nazi party , Winifred Wagner became a close friend of Adolf Hitler .",of is is the is the is of the is the is the is
1602,Three Stanley Cup winners have come from the Pacific Division the Colorado Avalanche in the Stars in and the Anaheim Ducks in .,"Three Stanley Cup winners have come from the Pacific Division : the Stars in 1999 , the Colorado Avalanche in 1996 , and the Anaheim Ducks in 2007 .",of is is is the is is . <end>
1603, Funhouse became Pink s th Top single in Australia climbing to a chart peak of number six on August . The song also became Pink s th consecutive single on the Australian Airplay Chart with all previous singles from Funhouse peaking at too .,"Funhouse is a song by pop singer , Pink .",in is is is the first is is is the first is the first
1604,Adding niobium to the steel causes the formation of niobium carbide and niobium nitride within the structure of the steel .,Niobium was discovered in a variety of a mineral named columbite . Niobite is an ore of niobium .,of is is is the is the is of the is the is the
1605,The weight of the car is balanced with a counterweight .,The weight of the car is balanced with a counterweight .,of is is the the is the is of the the the the .
1606,The sperm cells by themselves are not motile and are carried within the tube .,The sperm cells by themselves are not motile and are carried within the tube .,in is is is the is is . <end>
1607,Friedrich Wilhelm Karl was born on September in Frankfurt on Oder Germany .,"Friedrich Wilhelm Karl was born on the 15 September 1911 in Frankfurt on Oder , Germany .",<end>
1608,Her first book made its appearance in and was published by Arovell Verlag .,Her first book made was printed in 2002 by the publisher Arovell Verlag .,of is is is the is of . <end>
1609,In Florence where documents from attest to his financial activities he painted an altarpiece known as the Ognissanti Madonna and now in the Uffizi where it is famously exhibited beside Cimabue s Santa Trinita Madonna and Duccio s Rucellai Madonna .,This large tempera painting is called the Ognissanti Madonna . It is now in the Uffizi where it is exhibited beside Cimabue 's Santa Trinita Madonna and Duccio 's Rucellai Madonna .,in was is is is is is is is . <end>
1610,On New Year s Eve they signed a new contract which required Monroe to make four films over a seven year period .,"On New Year 's Eve 1955 , they signed a new contract which required Monroe to make four films over a seven-year period .",of is is is the is is is . <end>
1611,Gauchin Verloingt is a commune in the Pas de Calais department in the Nord Pas de Calais region of France .,Gauchin-Verloingt is a commune . It is found in the region Nord-Pas-de-Calais in the Pas-de-Calais department in the north of France .,of is is is is is is is is is . <end>
1612,Embroidery is the art or handicraft of decorating fabric or other materials with needle and thread or yarn .,Embroidery is the art of decorating fabric or other materials with designs stitched in strands of thread or yarn using a needle .,of is is is the is is is . <end>
1613,Asnelles is a commune in the Calvados department in the Basse Normandie region in north western France .,Asnelles is a commune . It is found in the region Basse-Normandie in the Calvados department in the northwest of France .,of is is is is is is is is is . <end>
1614,The District of Andelfingen is one of the twelve districts of the German speaking canton of Zurich Switzerland .,"Andelfingen is one of the twelve districts of the German-speaking canton of Zürich , Switzerland .",of is is is the is is is the is the is the is
1615,As of the population is .,"As of 2000 , the population is 5,857 .",in is is the the the is the . <end>
1616,A war between the Others and the survivors comes to a head and the survivors make contact with a rescue team .,"A war between the Others and the survivors begins , and the survivors make contact with a rescue team .",of is is is the is the is and and and the is the
1617,But Abu Dhabi United Group had denied connection to the government of Abu Dhabi .,But Abu Dhabi United Group had denied connection to the government of Abu Dhabi .,of is is is the is is is . <end>
1618,Gaizka Mendieta Zabala is a former Spanish football player of Basque origin .,Gaizka Mendieta is a former Spanish football player .,<end>
1619,His reputation has been tarnished by allegations that through his inaction Britain lost the opportunity of priority in the discovery of Neptune .,"His reputation has been tarnished by allegations that , through his inaction , Britain lost the opportunity of priority in the discovery of Neptune .",of is is is the is the is and and and and the is
1620,Much of Kafka s work was unfinished or prepared for publication posthumously by Max Brod .,"It was while he was studying law at the University of Prague that he met Max Brod who was to become his friend . Brod was a writer himself , and he later wrote a biography of Kafka .",of is is is is is is . <end>
1621,Saddam Hussein Abd al Majid al Tikriti was born in the town of Al Awja km from the Iraqi town of Tikrit to a family of shepherds from the al Begat tribal group .,"Saddam Hussein was born in the village of Al-Awja , in the Tikrit in Iraq .",in is is is of . <end>
1622,When performing in his theatrical persona Buckethead used to wear a KFC bucket on his head emblazoned with an orange bumper sticker that read funeral in capital black block letters and an expressionless plain white costume mask . More recently he has switched to a plain white bucket no longer bearing the KFC logo .,When performing onstage Buckethead wears a white KFC bucket over his head and an expressionless plain white costume mask .,in was is is is the first is is is the first is the
1623,At around the same time that promotion began for Do n t Tell Me the internationally released lead single from Under My Skin . Take Me Away was featured as a B side on some editions of the Do n t Tell Me single and it was released to radio only as the album s fifth single in Australia in .,"At around the same time that Do n't Tell Me was being promoted , as the lead single from Under My Skin , Take Me Away was being released as the B-side on some copies of the `` Do n't Tell Me '' single .",the first is is a first is is the first is the first is
1624,Sao or Neptune XI like many of the outer satellites of Neptune is named after one of the Nereids Sao was associated with sailing and is referred to as The rescuer or Safety .,"Sao , or Neptune XI , like many of the farther moons of Neptune , is named after one of the Nereids ; Sao was associated with sailing and is referred to as `` The rescuer '' or `` Safety '' .",in is is is of . <end>
1625,A westward moving hurricane nicknamed Antje s hurricane after a schooner of the same name that was dismasted by the storm .,"A westward moving hurricane , nicknamed Antje 's hurricane after a schooner of the same name that was dismasted by the storm .",of is is is the is is is the is the is the is
1626,A new post war military was established on March .,"A new post-war military was established on March 23 , 1921 .",<end>
1627,In the newly elected Parti Quebecois government of Rene Levesque introduced the Charter of the French Language .,"In 1977 , the newly elected Parti Québécois government of René Lévesque introduced the Charter of the French L anguage .",of is is is the is the is . <end>
1628,An impact could have ejected material into orbit this could have happened as recently as million years ago .,An impact could have brought material into orbit ; this could have happened as recently as 70 million years ago .,of is is is is is is . <end>
1629,After he had finished elementary school there the family moved to Niksic Montenegro where he finished high school .,"The family moved to Nikšić , in Montenegro where he finished high school .",in is is the is the is and and and the the is the
1630,I . June A hurricane brushed the Florida Keys causing the loss of ships .,"I. June 5-8 : A hurricane brushed the Florida Keys , causing the loss of 5 ships .",of is is is the is is . <end>
1631,Banda Pir Khan is one of the union councils of Abbottabad District in North West Frontier Province Pakistan .,Banda Pir Khan is an union council in Pakistan .,of is is is is is . <end>
1632,The town was twinned with Seesen in and Mably in .,The town was twinned with Seesen in 1979 and Mably in 1990 .,of is is is the is of . <end>
